STATE/UT,DISTRICT,Year,Rape,Kidnapping and Abduction,Dowry Deaths,Assault on women with intent to outrage her modesty,Insult to modesty of Women,Cruelty by Husband or his Relatives,Importation of Girls,Total Crime,Region
ARUNACHAL PRADESH,SUBANSIRI LOWER,2008,0,3,0,10,0,0,0,13,EASTERN REGION
ARUNACHAL PRADESH,SUBANSIRI UPPER,2008,2,1,0,6,0,1,0,10,EASTERN REGION
ARUNACHAL PRADESH,TAWANG,2008,0,0,0,5,0,0,0,5,EASTERN REGION
ARUNACHAL PRADESH,TIRAP,2008,0,2,0,5,0,0,0,7,EASTERN REGION
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2008,0,0,0,0,0,0,0,0,EASTERN REGION
ARUNACHAL PRADESH,ANJAW,2009,0,0,0,0,0,0,0,0,EASTERN REGION
ARUNACHAL PRADESH,CHANGLANG,2009,8,6,0,3,0,4,0,21,EASTERN REGION
ARUNACHAL PRADESH,DIBANG VALLEY,2009,3,4,0,2,0,1,0,10,EASTERN REGION
ARUNACHAL PRADESH,K/KUMEY,2009,5,0,0,0,0,0,0,5,EASTERN REGION
ARUNACHAL PRADESH,KAMENG EAST,2009,3,3,0,1,0,0,0,7,EASTERN REGION
ARUNACHAL PRADESH,KAMENG WEST,2009,1,0,0,5,0,1,0,7,EASTERN REGION
ARUNACHAL PRADESH,LOHIT,2009,8,2,0,5,0,0,0,15,EASTERN REGION
ARUNACHAL PRADESH,PAPUM PARE,2009,11,3,0,10,6,1,0,31,EASTERN REGION
ARUNACHAL PRADESH,SIANG EAST,2009,9,3,0,6,0,1,0,19,EASTERN REGION
ARUNACHAL PRADESH,SIANG UPPER,2009,2,0,0,1,0,0,0,3,EASTERN REGION
ARUNACHAL PRADESH,SIANG WEST,2009,5,4,0,6,0,4,0,19,EASTERN REGION
ARUNACHAL PRADESH,SUBANSIRI LOWER,2009,2,1,0,8,0,0,0,11,EASTERN REGION
ARUNACHAL PRADESH,SUBANSIRI UPPER,2009,1,1,0,5,0,1,0,8,EASTERN REGION
ARUNACHAL PRADESH,TAWANG,2009,0,0,0,0,0,0,0,0,EASTERN REGION
ARUNACHAL PRADESH,TIRAP,2009,1,1,0,6,0,0,0,8,EASTERN REGION
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2009,0,0,0,0,0,0,0,0,EASTERN REGION
ARUNACHAL PRADESH,ANJAW,2010,1,0,0,0,0,2,0,3,EASTERN REGION
ARUNACHAL PRADESH,CHANGLANG,2010,4,4,0,10,0,1,0,19,EASTERN REGION
ARUNACHAL PRADESH,DIBANG VALLEY,2010,3,3,0,2,0,0,0,8,EASTERN REGION
ARUNACHAL PRADESH,K/KUMEY,2010,0,1,0,0,0,0,0,1,EASTERN REGION
ARUNACHAL PRADESH,KAMENG EAST,2010,1,3,0,2,0,0,0,6,EASTERN REGION
ARUNACHAL PRADESH,KAMENG WEST,2010,0,3,0,5,0,0,0,8,EASTERN REGION
ARUNACHAL PRADESH,LOHIT,2010,9,3,0,7,0,0,0,19,EASTERN REGION
ARUNACHAL PRADESH,PAPUM PARE,2010,4,9,0,13,0,1,0,27,EASTERN REGION
ARUNACHAL PRADESH,RURAL,2010,3,2,0,5,0,0,0,10,EASTERN REGION
ARUNACHAL PRADESH,SIANG EAST,2010,8,5,0,8,0,0,0,21,EASTERN REGION
ARUNACHAL PRADESH,SIANG UPPER,2010,1,1,0,2,0,0,0,4,EASTERN REGION
ARUNACHAL PRADESH,SIANG WEST,2010,6,6,0,16,1,5,0,34,EASTERN REGION
ARUNACHAL PRADESH,SUBANSIRI LOWER,2010,0,2,0,4,0,0,0,6,EASTERN REGION
ARUNACHAL PRADESH,SUBANSIRI UPPER,2010,5,4,0,7,0,3,0,19,EASTERN REGION
ARUNACHAL PRADESH,TAWANG,2010,1,0,0,1,0,0,0,2,EASTERN REGION
ARUNACHAL PRADESH,TIRAP,2010,1,0,0,2,0,0,0,3,EASTERN REGION
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2010,0,0,0,0,0,0,0,0,EASTERN REGION
ARUNACHAL PRADESH,ANJAW,2011,0,0,0,0,0,0,0,0,EASTERN REGION
ARUNACHAL PRADESH,CHANGLANG,2011,3,7,0,3,0,2,0,15,EASTERN REGION
ARUNACHAL PRADESH,DIBANG VALLEY,2011,3,2,0,1,0,0,0,6,EASTERN REGION
ARUNACHAL PRADESH,K/KUMEY,2011,4,0,0,0,0,0,0,4,EASTERN REGION
ARUNACHAL PRADESH,KAMENG EAST,2011,3,2,0,3,0,0,0,8,EASTERN REGION
ARUNACHAL PRADESH,KAMENG WEST,2011,0,1,0,4,0,0,0,5,EASTERN REGION
ARUNACHAL PRADESH,LOHIT,2011,5,4,0,2,0,0,0,11,EASTERN REGION
ARUNACHAL PRADESH,PAPUM PARE,2011,4,17,0,7,0,9,0,37,EASTERN REGION
ARUNACHAL PRADESH,RURAL,2011,2,4,0,4,0,3,0,13,EASTERN REGION
ARUNACHAL PRADESH,SIANG EAST,2011,8,4,0,7,0,2,0,21,EASTERN REGION
ARUNACHAL PRADESH,SIANG UPPER,2011,1,3,0,3,0,0,0,7,EASTERN REGION
ARUNACHAL PRADESH,SIANG WEST,2011,2,5,0,8,0,2,0,17,EASTERN REGION
ARUNACHAL PRADESH,SUBANSIRI LOWER,2011,2,3,0,0,0,0,0,5,EASTERN REGION
ARUNACHAL PRADESH,SUBANSIRI UPPER,2011,2,6,0,5,0,0,0,13,EASTERN REGION
ARUNACHAL PRADESH,TAWANG,2011,0,1,0,1,0,0,0,2,EASTERN REGION
ARUNACHAL PRADESH,TIRAP,2011,3,1,0,3,0,0,0,7,EASTERN REGION
ARUNACHAL PRADESH,UPPER DIBANG VALLEY,2011,0,0,0,0,0,0,0,0,EASTERN REGION
ARUNACHAL PRADESH,ANJAW,2012,0,1,0,0,0,0,0,1,EASTERN REGION
ARUNACHAL PRADESH,CHANGLANG,2012,6,7,1,5,0,4,0,23,EASTERN REGION
ARUNACHAL PRADESH,DIBANG VALLEY,2012,2,4,0,2,0,1,0,9,EASTERN REGION
ARUNACHAL PRADESH,K/KUMEY,2012,2,1,0,1,0,0,0,4,EASTERN REGION
ARUNACHAL PRADESH,KAMENG EAST,2012,6,2,0,1,0,0,0,9,EASTERN REGION
